id,gora,višina,priljubljenost,gorovje
1529,Veliki Nabojs / Monte Nabois grande,2313,77,Julijske Alpe
453,Malo Špičje,2312,81,Julijske Alpe
456,Mala Zelnarica,2310,85,Julijske Alpe
1639,Škednjovec,2309,77,Julijske Alpe
682,Spodnja Vrbanova špica,2299,78,Julijske Alpe
422,Konjc,2289,68,Julijske Alpe
2003,Frdamane police,2284,76,Julijske Alpe
83,Tosc,2275,97,Julijske Alpe
90,Visoka Ponca,2274,93,Julijske Alpe
1062,Šplevta,2272,82,Julijske Alpe
1622,Strug,2265,76,Julijske Alpe
328,Dom Petra Skalarja na Kaninu,2260,84,Julijske Alpe
2820,Visoka Bela Špica / Cima Alta di Riobianco,2257,27,Julijske Alpe
1057,Travnik,2252,78,Julijske Alpe
150,Krn,2244,100,Julijske Alpe
397,Veliki Draški vrh,2243,96,Julijske Alpe
1051,Zadnja Ponca,2242,70,Julijske Alpe
1039,Vrh Grubje,2240,56,Julijske Alpe
1050,Srednja Ponca,2228,81,Julijske Alpe
70,Čelo,2228,84,Julijske Alpe
714,Srednji Vogel,2226,69,Julijske Alpe
1388,Vernar,2225,87,Julijske Alpe
414,Rombon,2208,98,Julijske Alpe
2072,Vodnikov Vršac (Vršac nad Zadnjico),2194,72,Julijske Alpe
455,Kopica,2190,83,Julijske Alpe
1377,Plešivec (Loška stena),2184,77,Julijske Alpe
410,Gomiščkovo zavetišče na Krnu,2182,87,Julijske Alpe
713,Prvi Vogel,2181,75,Julijske Alpe
418,Vrh nad Peski,2176,87,Julijske Alpe
374,Batognica,2164,93,Julijske Alpe
258,Zgornje Kriško jezero,2158,89,Julijske Alpe
100,Koča na Doliču,2151,96,Julijske Alpe
2895,Bivak Tarvisio,2150,17,Julijske Alpe
2725,Velika Baba (Kanin),2148,29,Julijske Alpe
1374,Bela peč/Monte Bila pec,2146,78,Julijske Alpe
1625,Krnčica,2142,84,Julijske Alpe
995,Teme,2136,63,Julijske Alpe
285,Kotovo sedlo,2134,87,Julijske Alpe
256,Mali Draški vrh,2132,93,Julijske Alpe
420,Jerebica,2126,97,Julijske Alpe
2571,Veliki Babanski Skedenj,2121,29,Julijske Alpe
211,Bivak na Jezerih,2118,80,Julijske Alpe
996,Suhi vrh,2109,76,Julijske Alpe
2708,Goličica,2101,29,Julijske Alpe
610,Cesar,2098,79,Julijske Alpe
454,Velika Tičarica,2091,90,Julijske Alpe
657,Poldašnja špica/Jof di Miezegnot,2087,82,Julijske Alpe
323,Ogradi,2087,91,Julijske Alpe
273,Šitna glava,2087,88,Julijske Alpe
153,Tolminski Kuk,2085,93,Julijske Alpe
676,Zadnjiški Ozebnik,2084,86,Julijske Alpe
332,Sleme,2077,95,Julijske Alpe
279,Slatna,2077,80,Julijske Alpe
378,Prevalski Stog,2075,82,Julijske Alpe
2318,Rigljica,2074,69,Julijske Alpe
662,Kamniti lovec / Cima del Cacciatore,2071,93,Julijske Alpe
175,Zasavska koča na Prehodavcih,2071,98,Julijske Alpe
151,Mala Tičarica,2071,93,Julijske Alpe
210,Zavetišče pod Špičkom,2064,91,Julijske Alpe
3289,Poldnik (Kopa) / Picco di Mezzodi,2063,14,Julijske Alpe
2680,Podrta gora,2061,29,Julijske Alpe
506,Veliki Pršivec,2056,81,Julijske Alpe
698,Vrh nad Škrbino,2054,88,Julijske Alpe
1888,Zeleni vrh,2052,72,Julijske Alpe
164,Pogačnikov dom na Kriških podih,2050,99,Julijske Alpe
77,Viševnik,2050,100,Julijske Alpe
659,Dve špici/Due Pizzi,2046,79,Julijske Alpe
2988,Veliki Lemež,2042,27,Julijske Alpe
1037,Bivak Marrusich,2041,60,Julijske Alpe
259,Jezerski Stog,2040,90,Julijske Alpe
1384,Na Pečeh,2039,67,Julijske Alpe
1595,Srednji vrh,2032,70,Julijske Alpe
468,Drobeče Sleme,2029,70,Julijske Alpe
280,Kreda,2025,84,Julijske Alpe
712,Eva,2019,82,Julijske Alpe
675,Velika Baba,2016,92,Julijske Alpe
84,Debela peč,2014,99,Julijske Alpe
2309,Lopatnik,2012,80,Julijske Alpe
711,Adam,2012,81,Julijske Alpe
327,Mahavšček,2008,91,Julijske Alpe
263,Brda,2008,89,Julijske Alpe
172,Rjavo jezero,2006,84,Julijske Alpe
461,Ablanca,2004,92,Julijske Alpe
325,Lanževica,2003,90,Julijske Alpe
936,Kal,2001,77,Julijske Alpe
1108,Meja,1996,59,Julijske Alpe
1538,Vrh nad Vodeno Rupo,1995,51,Julijske Alpe
173,Zeleno jezero,1988,85,Julijske Alpe
2986,Vogel (nad Lepeno),1980,24,Julijske Alpe
1553,Velika Bavha / Monte Robon,1980,67,Julijske Alpe
216,Bivak na Rušju,1980,84,Julijske Alpe
1788,Draški rob,1979,70,Julijske Alpe
326,Bogatin,1977,94,Julijske Alpe
1615,Pri Banderi,1974,51,Julijske Alpe
82,Lipanski vrh,1974,90,Julijske Alpe
448,Vrh Planje,1971,72,Julijske Alpe
1099,Raskovec,1967,72,Julijske Alpe
310,Rodica,1966,97,Julijske Alpe
1616,Vrh Ovčje planje,1965,59,Julijske Alpe
1124,Okroglež,1965,73,Julijske Alpe
723,Bivak pod Kotovim sedlom,1965,79,Julijske Alpe
81,Mrežce,1965,94,Julijske Alpe
339,Debeli vrh nad Lipanco,1962,85,Julijske Alpe
2799,Velika Montura,1958,26,Julijske Alpe
2374,Lopič / Monte Plauris,1958,62,Julijske Alpe
1614,Vrh Leh,1958,52,Julijske Alpe
641,Veliki Selišnik,1952,73,Julijske Alpe
1043,Bivak Gorizia,1950,64,Julijske Alpe
1106,Mali Raskovec,1946,52,Julijske Alpe
1107,Suha Rodica (Novi vrh),1944,57,Julijske Alpe
1055,Veliki Šmohor,1944,77,Julijske Alpe
1329,Prednje Robičje,1941,69,Julijske Alpe
1054,Mali Šmohor,1939,68,Julijske Alpe
1105,Matajurski vrh,1936,71,Julijske Alpe
1371,Vrh Škrli,1926,57,Julijske Alpe
722,Macesnovec,1926,87,Julijske Alpe
590,Bela glava,1926,66,Julijske Alpe
1046,Mala Ponca,1925,88,Julijske Alpe
588,Vogel,1922,97,Julijske Alpe
1109,Rušnati vrh,1915,56,Julijske Alpe
1590,Rdeči rob,1913,75,Julijske Alpe
1278,Kraljevska špica/Monte Re,1912,73,Julijske Alpe
240,Slemenova špica,1911,99,Julijske Alpe
1554,Speleološki bivak Modonutti - Savoia,1908,54,Julijske Alpe
658,Bivak Bernardinis,1907,54,Julijske Alpe
93,Mangartska koča na Mangartskem sedlu,1906,89,Julijske Alpe
1098,Mala Rodica,1901,58,Julijske Alpe
1372,Kser,1900,63,Julijske Alpe
457,Rušnata glava,1899,70,Julijske Alpe
469,Vrtaški vrh,1898,84,Julijske Alpe
1104,Poljanski vrh,1897,58,Julijske Alpe
589,Vrh Krnic,1896,60,Julijske Alpe
291,Vrh Razora,1893,77,Julijske Alpe
138,Studorski preval,1892,83,Julijske Alpe
531,Srednji Selišnik,1890,68,Julijske Alpe
2123,Klečica,1889,51,Julijske Alpe
463,Šija,1880,90,Julijske Alpe
165,Spodnje Kriško jezero,1880,83,Julijske Alpe
1624,Krsteniški Stog,1879,67,Julijske Alpe
1103,Konjski vrh,1879,64,Julijske Alpe
1605,Čisti vrh,1875,76,Julijske Alpe
1042,Rifugio Corsi,1874,76,Julijske Alpe
2102,Tolminski Migovec,1868,81,Julijske Alpe
1812,Požgana Mlinarica,1868,72,Julijske Alpe
687,Vrh Planje (nad Globokim),1863,59,Julijske Alpe
1880,Skutnik/Torre Guarda,1860,67,Julijske Alpe
1902,Vrh Dlani,1852,54,Julijske Alpe
1056,Bivak Nogara,1850,67,Julijske Alpe
1036,Rifugio Gilberti,1850,71,Julijske Alpe
1280,Šober / Monte Sciober Grande,1845,67,Julijske Alpe
686,Žabiški Kuk,1844,72,Julijske Alpe
87,Črna prst,1844,99,Julijske Alpe
1102,Četrt,1832,57,Julijske Alpe
171,Jezero v Ledvicah,1831,86,Julijske Alpe
221,Kovačičeva glava,1827,54,Julijske Alpe
1684,Visoka glava,1822,51,Julijske Alpe
139,Vodnikov dom na Velem polju,1817,96,Julijske Alpe
3137,Stara koča na Kaninu,1814,20,Julijske Alpe
1385,Pri treh macesnih,1810,69,Julijske Alpe
1628,Vrtec,1809,61,Julijske Alpe
330,Jezero v Lužnici,1801,82,Julijske Alpe
1900,Visoki Orlov rob,1800,61,Julijske Alpe
1368,Škraplja,1794,61,Julijske Alpe
1682,Plesišče,1790,64,Julijske Alpe
1266,Kumlehova glava,1788,75,Julijske Alpe
1755,Rušni vrh,1786,52,Julijske Alpe
1627,Stadorski Orliči,1782,52,Julijske Alpe
1060,Rušnata Mlinarica,1777,62,Julijske Alpe
605,Krasji vrh,1773,92,Julijske Alpe
1626,Rigeljc,1768,53,Julijske Alpe
1346,Veliki vrh (Polovnik),1768,74,Julijske Alpe
415,Čukla,1767,87,Julijske Alpe
655,Svete Višarje / Monte Lussari,1766,98,Julijske Alpe
1096,Kurji vrh,1762,83,Julijske Alpe
254,Pršivec,1761,95,Julijske Alpe
1045,Glave,1760,57,Julijske Alpe
197,Luknja,1758,87,Julijske Alpe
465,Sovna glava,1750,77,Julijske Alpe
464,Zavitar,1750,69,Julijske Alpe
2658,Visoka peč,1749,29,Julijske Alpe
709,Ciprnik,1745,96,Julijske Alpe
426,Vršič vrh,1737,95,Julijske Alpe
601,Skutnik /Monte Guarda,1721,76,Julijske Alpe
260,Planina Jezerce,1720,80,Julijske Alpe
253,Planina Zgornja Krma,1720,85,Julijske Alpe
2372,Veliki Karman / Monte Chiampon,1713,59,Julijske Alpe
1380,Rutarski Vršič,1699,70,Julijske Alpe
2649,Gradovec,1692,21,Julijske Alpe
261,Poštarski dom na Vršiču,1688,86,Julijske Alpe
133,Koča pri Triglavskih jezerih,1685,100,Julijske Alpe
1898,Orlove glave,1682,81,Julijske Alpe
99,Velo polje,1680,85,Julijske Alpe
750,Stol (Julijske Alpe),1673,95,Julijske Alpe
101,Planina Krstenica,1670,92,Julijske Alpe
1114,Jehlc (Špičasta kupa),1662,57,Julijske Alpe
429,Rifugio di Brazza,1660,75,Julijske Alpe
157,Planina Ovčarija,1660,83,Julijske Alpe
1047,Zavetišče pod Ponco,1657,67,Julijske Alpe
2797,Florjanka / Monte Florianca,1653,22,Julijske Alpe
419,Svinjak,1653,94,Julijske Alpe
292,Planina pod Mišelj vrhom,1645,76,Julijske Alpe
747,Matajur,1642,97,Julijske Alpe
1394,Gabrovec,1630,65,Julijske Alpe
76,Blejska koča na Lipanci,1630,98,Julijske Alpe
255,Planina Viševnik,1625,91,Julijske Alpe
2138,Vošni vrh,1621,48,Julijske Alpe
262,Tičarjev dom na Vršiču,1618,87,Julijske Alpe
1395,Breški Jalovec / Punta di Montemaggiore,1613,74,Julijske Alpe
825,Muzec (Musc),1612,71,Julijske Alpe
290,Slatnik (severozahodni vrh),1609,85,Julijske Alpe
205,Možic,1602,93,Julijske Alpe
1887,Planina za Migovcem,1600,55,Julijske Alpe
2518,Slatnik (jugovzhodni vrh),1597,26,Julijske Alpe
1498,Nemške glave,1597,65,Julijske Alpe
394,Jerebikovec,1593,91,Julijske Alpe
1338,Bivak Stuparich,1587,56,Julijske Alpe
437,Šavnik,1574,83,Julijske Alpe
2632,Grušnica,1570,25,Julijske Alpe
822,Višarska planina / Malga di Lussari,1570,68,Julijske Alpe
1267,Visoki Mavrinc,1562,85,Julijske Alpe
243,Planina v Lazu,1560,85,Julijske Alpe
156,Planina Dedno Polje,1560,86,Julijske Alpe
606,Planina Lopučnica,1558,58,Julijske Alpe
1536,Javoršček,1557,76,Julijske Alpe
341,Planina Klek,1556,80,Julijske Alpe
710,Mojčin dom na Vitrancu,1555,91,Julijske Alpe
2992,Planja (nad Mangartsko planino),1553,12,Julijske Alpe
826,Bivak pod Muzcem,1550,67,Julijske Alpe
435,Lajnar,1549,88,Julijske Alpe
1604,Planina v Plazeh,1548,57,Julijske Alpe
434,Dravh,1547,81,Julijske Alpe
1537,Dom na Matajure,1545,73,Julijske Alpe
1815,Požar,1543,52,Julijske Alpe
732,Kravja Črna gora,1541,66,Julijske Alpe
2999,Visoka glava (na Matajurju),1540,16,Julijske Alpe
1699,Mesnovec,1538,61,Julijske Alpe
587,Planinska koča Merjasec,1535,82,Julijske Alpe
1283,Viška planina,1530,63,Julijske Alpe
417,Planina na Polju,1530,75,Julijske Alpe
2185,Lovska koča na Glinu,1527,46,Julijske Alpe
272,Erjavčeva koča na Vršiču,1525,88,Julijske Alpe
1281,Rifugio Cinque Punte,1520,57,Julijske Alpe
102,Dom na Komni,1520,98,Julijske Alpe
1527,Planina Ravna,1515,48,Julijske Alpe
731,Krevl,1515,65,Julijske Alpe
198,Koča pod Bogatinom,1513,91,Julijske Alpe
1059,Planina Za skalo,1510,72,Julijske Alpe
1347,Lovska koča Na Utrci,1500,56,Julijske Alpe
1530,Rifugio Pellarini,1499,61,Julijske Alpe
1814,Lengarjeva glava,1498,46,Julijske Alpe
373,Kobla,1498,87,Julijske Alpe
2101,Planina na Kalu,1490,61,Julijske Alpe
2152,Nizki vrh ,1488,53,Julijske Alpe
3025,Črni vrh / Colrotondo,1486,17,Julijske Alpe
1989,Planina Vodični vrh,1486,65,Julijske Alpe
1440,Javorov vrh (Pokljuka),1482,83,Julijske Alpe
449,Planina Govnjač,1480,74,Julijske Alpe
241,Bivak pod Luknjo,1480,87,Julijske Alpe
1240,Kobilja glava,1475,82,Julijske Alpe
1100,Planina Poljana,1466,54,Julijske Alpe
308,Vrtaška planina,1462,81,Julijske Alpe
140,Koča na Planini pri Jezeru,1453,96,Julijske Alpe
1241,Jalovnik,1452,61,Julijske Alpe
1594,Planina Sleme,1448,73,Julijske Alpe
3299,Risnati rob (Polevec),1438,4,Julijske Alpe
137,Planina Konjščica,1438,93,Julijske Alpe
3111,Rifugio Brunner,1432,10,Julijske Alpe
340,Bivak pod Špikom,1424,85,Julijske Alpe
1899,Planina Zadnji Vogel,1413,76,Julijske Alpe
1040,Planina Gorjuda,1404,50,Julijske Alpe
1618,Planina nad Sočo,1400,61,Julijske Alpe
1101,Planina Osredki,1400,60,Julijske Alpe
163,Krnsko jezero,1391,99,Julijske Alpe
3297,Mali vrh (na Mežakli),1389,5,Julijske Alpe
656,Rifugio Grego,1389,62,Julijske Alpe
311,Planina Suha,1385,78,Julijske Alpe
162,Dom pri Krnskih jezerih,1385,94,Julijske Alpe
2440,Tonkina koča na Vršiču,1380,29,Julijske Alpe
1048,Rifugio Zacchi,1380,74,Julijske Alpe
1776,Planica pod Krnom,1376,54,Julijske Alpe
2324,Lipenšči hrib,1375,54,Julijske Alpe
2375,Mali Karman / Monte Cuarnan,1372,51,Julijske Alpe
2633,Javor (nad Tolminskimi Ravnami),1363,19,Julijske Alpe
1773,Mrzli vrh nad planino Pretovč,1359,80,Julijske Alpe
1528,Planina Strehica,1359,45,Julijske Alpe
749,Mrzli vrh (na Matajurju),1358,84,Julijske Alpe
345,Črna gora,1350,78,Julijske Alpe
158,Orožnova koča na planini za Liscem,1346,92,Julijske Alpe
1097,Bivak Za Akom,1340,78,Julijske Alpe
584,Planina Za Črno goro,1340,67,Julijske Alpe
416,Planina Goričica,1336,74,Julijske Alpe
2139,Frčkova planina,1335,49,Julijske Alpe
2998,Srednji vrh (na Matajurju),1320,13,Julijske Alpe
436,Planina za Šavnikom,1320,68,Julijske Alpe
684,Koča na planini Razor,1315,95,Julijske Alpe
1330,Kota 1313,1313,76,Julijske Alpe
204,Koča na Soriški planini,1306,91,Julijske Alpe
1601,Planina Dobrenjščica,1304,62,Julijske Alpe
1376,Lovska koča Bala,1300,54,Julijske Alpe
2673,Mangartska planina,1295,26,Julijske Alpe
132,Črno jezero,1294,94,Julijske Alpe
540,Planina Zajavornik,1292,84,Julijske Alpe
1996,Planina Zajamniki,1280,96,Julijske Alpe
1486,Vrh Bače,1273,76,Julijske Alpe
3197,Rečiška planina,1265,8,Julijske Alpe
832,Galetovec,1265,90,Julijske Alpe
3196,Berjanca,1264,13,Julijske Alpe
2774,Zgornji Goreljek (Pokljuka),1260,26,Julijske Alpe
421,Planina Krnica,1252,78,Julijske Alpe
748,Idrska planina,1250,61,Julijske Alpe
247,Planina Zgornja Grintovica,1250,75,Julijske Alpe
2785,Turn (nad Bohinjsko Belo),1249,21,Julijske Alpe
2984,Planina Zagreben,1240,15,Julijske Alpe
2786,Belska planina,1237,24,Julijske Alpe
3086,Izvir Nadiže,1232,28,Julijske Alpe
3203,Planina Zgornji Kozjek,1230,6,Julijske Alpe
329,Planina Leskovca,1230,73,Julijske Alpe
270,Koča na Gozdu,1226,86,Julijske Alpe
764,Bivak Hlek,1225,66,Julijske Alpe
2775,Spodnji Goreljek (Pokljuka),1222,24,Julijske Alpe
1775,Italijanska vojaška kapela na Planici,1220,59,Julijske Alpe
746,Svinska planina,1214,65,Julijske Alpe
3198,Grajska planina (Ribšca),1210,10,Julijske Alpe
1256,Škrbina (Mežakla),1210,70,Julijske Alpe
683,Planina Zaprikraj,1208,76,Julijske Alpe
3195,Lovska koča Mali Vokel,1193,5,Julijske Alpe
1484,Lovčev bivak Pri Koucah,1192,53,Julijske Alpe
2491,Police,1184,20,Julijske Alpe
1375,Planina Bala,1181,58,Julijske Alpe
246,Planina Spodnja Grintovica,1175,73,Julijske Alpe
2787,Planina Ilovec,1170,12,Julijske Alpe
1772,Planina Pretovč,1160,58,Julijske Alpe
758,Bivak na Črniku,1160,58,Julijske Alpe
342,Koča na Uskovnici,1154,96,Julijske Alpe
220,Zgornji Martuljkov slap,1150,79,Julijske Alpe
1547,Planina Blato,1147,92,Julijske Alpe
3193,Gozdarska koča Mali Vokel,1145,7,Julijske Alpe
1593,Planina Medrja,1133,53,Julijske Alpe
1930,Snežna jama na Mežakli,1130,67,Julijske Alpe
271,Ruska kapelica,1130,71,Julijske Alpe
2659,Bedančev dom,1116,29,Julijske Alpe
206,Koča v Krnici,1113,94,Julijske Alpe
286,Dom v Tamarju,1108,95,Julijske Alpe
2763,Hotunjski vrh,1107,28,Julijske Alpe
1243,Planina Lom,1090,60,Julijske Alpe
269,Mihov dom na Vršiču,1085,79,Julijske Alpe
1242,Kobala,1080,56,Julijske Alpe
3101,Malga Cuarnan,1070,8,Julijske Alpe
2948,Planina v Prodih,1070,17,Julijske Alpe
184,Kosijev dom na Vogarju,1054,90,Julijske Alpe
3333,Slapovi v Kotu,1050,3,Julijske Alpe
1260,Partizanska bolnišnica na Mežakli,1050,49,Julijske Alpe
1174,Koča na planini Stador,1050,66,Julijske Alpe
1482,Kup,1046,60,Julijske Alpe
1254,Planina Obranica,1035,60,Julijske Alpe
3151,Planinsko zavetišče Slatna,1023,11,Julijske Alpe
2606,Vodnikov razglednik,1017,29,Julijske Alpe
242,Aljažev dom v Vratih,1015,93,Julijske Alpe
3024,Jezerska planina / Alpe del Lago,1006,14,Julijske Alpe
833,Planina za Jamo,1005,55,Julijske Alpe
2562,Studor,1002,29,Julijske Alpe
724,Koča na planini Kuhinja,1002,67,Julijske Alpe
2154,Klatnica ,1000,53,Julijske Alpe
1592,Planina Laška seč,1000,56,Julijske Alpe
425,Izvir Soče,990,89,Julijske Alpe
1393,Sveta Marjeta pod Stolom,973,58,Julijske Alpe
2996,Ožarjeni kamen,960,25,Julijske Alpe
2492,Planina Ravne,956,21,Julijske Alpe
222,Slap Suha,950,63,Julijske Alpe
1517,Rudnica,946,84,Julijske Alpe
2469,Boršt,931,26,Julijske Alpe
1762,Slap Zaročenca,930,66,Julijske Alpe
219,Ingotova koča na planini Jesenje,930,81,Julijske Alpe
430,Zgornje Mangartsko jezero,929,74,Julijske Alpe
2516,Spodnje Mangartsko jezero,924,26,Julijske Alpe
1787,Planina Rčitno,900,60,Julijske Alpe
2452,Kres nad Kočno,890,22,Julijske Alpe
2932,Planina Blatce,888,17,Julijske Alpe
1786,Kovinarska koča v Krmi,870,73,Julijske Alpe
2468,Vrše,850,23,Julijske Alpe
1049,Izvir Boke,850,61,Julijske Alpe
473,Slap Peričnik - zgornji slap,850,76,Julijske Alpe
218,Spodnji Martuljkov slap,850,67,Julijske Alpe
228,Zelenci,845,90,Julijske Alpe
1811,Grančišče,844,63,Julijske Alpe
231,Logje,840,69,Julijske Alpe
2463,Hom pri Bledu,834,28,Julijske Alpe
2830,Jezero Jasna,830,28,Julijske Alpe
1270,Pokljuška soteska (luknja),830,66,Julijske Alpe
1255,Poljanska baba,830,54,Julijske Alpe
2153,Brezje / Montemaggiore,819,43,Julijske Alpe
3001,Sv. Peter in Pavel (Perati),812,8,Julijske Alpe
1332,Humčič,810,55,Julijske Alpe
2457,Žerjavec (Kavče),805,21,Julijske Alpe
1475,Koča na Petrovem Brdu,804,73,Julijske Alpe
1591,Planina Črča,800,50,Julijske Alpe
474,Slap Peričnik - spodnji slap,800,74,Julijske Alpe
532,Slap Savica,794,78,Julijske Alpe
229,Počitniški dom v Možnici,793,68,Julijske Alpe
2931,Slap Mostnice,773,28,Julijske Alpe
2269,Rio Bianco / Beli potok,770,45,Julijske Alpe
424,Korita Mlinarice,770,80,Julijske Alpe
1928,Sveti Lenart (Bača pri Podbrdu),751,48,Julijske Alpe
1939,Koča pri Peričniku,750,63,Julijske Alpe
406,Slap Slatenik,750,61,Julijske Alpe
2930,Okrepčevalnica Slap Voje,745,24,Julijske Alpe
2439,Gogalova lipa,725,23,Julijske Alpe
230,Mladinski izobraževalni center v Bavšici,725,54,Julijske Alpe
2576,Jamnikov spodmol,720,19,Julijske Alpe
407,Belopotoški slap,720,75,Julijske Alpe
2436,Jezero Kreda,715,29,Julijske Alpe
405,Dolina Škratov,700,70,Julijske Alpe
233,Slap Parabola,700,78,Julijske Alpe
412,Izvir Tolminke,695,79,Julijske Alpe
1249,Mala Osojnica,691,88,Julijske Alpe
580,Koča na Vojah,690,79,Julijske Alpe
393,Gorejca,680,68,Julijske Alpe
392,Slap Boka,680,91,Julijske Alpe
3104,Jezero Kreda v dolini Radovne,674,14,Julijske Alpe
2157,Izvir Bele,665,54,Julijske Alpe
3102,Izvir Lipnika,660,12,Julijske Alpe
2453,Spominsko obeležje Aleš Kunaver,660,24,Julijske Alpe
3103,Jezerce v dolini Radovne,657,12,Julijske Alpe
2773,Koča pri Savici,653,28,Julijske Alpe
2637,Peč (razgledišče),650,29,Julijske Alpe
1250,Straža ,646,71,Julijske Alpe
1406,Marija Snežna v Breginjskem kotu,645,47,Julijske Alpe
2443,Sveta Katarina na Homu,634,28,Julijske Alpe
1253,Poglejska cerkev,630,57,Julijske Alpe
1783,Dobra gora,620,64,Julijske Alpe
1584,Izvir Bistrice,610,64,Julijske Alpe
2490,Blejski grad,599,29,Julijske Alpe
1589,Ribenska gora,588,48,Julijske Alpe
2615,Ajdovski gradec,580,27,Julijske Alpe
428,Korita Možnice (Nemčlje),580,67,Julijske Alpe
411,Javorca,571,88,Julijske Alpe
1331,Jama Srnica,550,58,Julijske Alpe
831,Iglica,550,59,Julijske Alpe
2772,Sveti Janez Krstnik (Ribčev Laz),532,23,Julijske Alpe
2442,Slap Šum v Blejskem Vintgarju,520,28,Julijske Alpe
3199,Mlina peč,506,5,Julijske Alpe
413,Žičnica čez Tolminko,500,59,Julijske Alpe
396,Tonovcov grad pri Kobaridu,500,79,Julijske Alpe
2325,Gradišče (Bodešče),499,53,Julijske Alpe
2326,Sveti Lenart (Bodešče),485,50,Julijske Alpe
427,Velika korita Soče,480,79,Julijske Alpe
1126,Slap Beri,454,55,Julijske Alpe
234,Izvir Glijuna,450,64,Julijske Alpe
1337,Mala Boka,440,53,Julijske Alpe
1757,Kozlov rob,426,74,Julijske Alpe
690,Slap Sopota (Soupat),400,70,Julijske Alpe
232,Slap Virje,400,80,Julijske Alpe
2975,Gregorčičev slap,390,25,Julijske Alpe
235,Korita Soče pri Kršovcu,390,68,Julijske Alpe
403,Veliki slap Kozjak,250,83,Julijske Alpe
404,Mali slap Kozjak,230,64,Julijske Alpe
1341,Tolminska korita,180,82,Julijske Alpe
16,Grintovec,2558,100,Kamniško Savinjske Alpe
25,Jezerska Kočna,2540,98,Kamniško Savinjske Alpe
28,Skuta,2532,99,Kamniško Savinjske Alpe
31,Kokrska Kočna,2520,94,Kamniško Savinjske Alpe
2559,Na Križu (Kokrska Kočna),2484,29,Kamniško Savinjske Alpe
42,Dolgi hrbet,2473,94,Kamniško Savinjske Alpe
49,Štruca,2457,92,Kamniško Savinjske Alpe
50,Kranjska Rinka,2453,94,Kamniško Savinjske Alpe
387,Koroška Rinka (Križ),2433,96,Kamniško Savinjske Alpe
80,Planjava,2392,98,Kamniško Savinjske Alpe
388,Štajerska Rinka,2374,89,Kamniško Savinjske Alpe
146,Ojstrica,2350,100,Kamniško Savinjske Alpe
1323,Mala Rinka,2289,87,Kamniško Savinjske Alpe
96,Brana,2253,99,Kamniško Savinjske Alpe
391,Turska gora,2251,98,Kamniško Savinjske Alpe
1532,Lučka Brana (Baba),2244,86,Kamniško Savinjske Alpe
318,Kalški greben,2224,97,Kamniško Savinjske Alpe
433,Mrzla gora,2203,97,Kamniško Savinjske Alpe
85,Storžič,2132,100,Kamniško Savinjske Alpe
1587,Najvišji rob (Zeleniške špice),2127,90,Kamniško Savinjske Alpe
666,Velika (Koroška) Baba,2127,97,Kamniško Savinjske Alpe
697,Velika Zelenica,2114,94,Kamniško Savinjske Alpe
1289,Storžek,2110,90,Kamniško Savinjske Alpe
438,Veliki vrh (Veža),2110,92,Kamniško Savinjske Alpe
336,Ledinski vrh,2108,96,Kamniško Savinjske Alpe
1525,Kogel,2100,88,Kamniško Savinjske Alpe
390,Bivak pod Grintovcem,2100,94,Kamniško Savinjske Alpe
1035,Krofička,2083,96,Kamniško Savinjske Alpe
389,Bivak pod Skuto,2070,93,Kamniško Savinjske Alpe
148,Velika Raduha,2062,100,Kamniško Savinjske Alpe
103,Kalška gora,2047,95,Kamniško Savinjske Alpe
1268,Mala Raduha,2029,82,Kamniško Savinjske Alpe
696,Molička peč,2029,90,Kamniško Savinjske Alpe
358,Lučki Dedec,2023,94,Kamniško Savinjske Alpe
1392,Mala Ojstrica,2017,93,Kamniško Savinjske Alpe
316,Vrh Korena,1999,95,Kamniško Savinjske Alpe
319,Kompotela,1989,95,Kamniško Savinjske Alpe
305,Tolsti vrh (Veža),1985,84,Kamniško Savinjske Alpe
1578,Vršiči,1980,69,Kamniško Savinjske Alpe
618,Bivak pod Mrzlim vrhom,1980,74,Kamniško Savinjske Alpe
447,Košutna,1974,90,Kamniško Savinjske Alpe
73,Veliki Zvoh,1971,94,Kamniško Savinjske Alpe
304,Deska (Veža),1970,80,Kamniško Savinjske Alpe
1579,Vežica,1965,66,Kamniško Savinjske Alpe
380,Dleskovec,1965,83,Kamniško Savinjske Alpe
1648,Matkova kopa,1957,77,Kamniško Savinjske Alpe
1064,Bivak v Kočni,1952,71,Kamniško Savinjske Alpe
1269,Lanež,1925,79,Kamniško Savinjske Alpe
2711,Jamarski bivak na Dleskovški planoti,1910,27,Kamniško Savinjske Alpe
695,Križevnik,1909,86,Kamniško Savinjske Alpe
1535,Rjavčki vrh (Planinšca),1898,70,Kamniško Savinjske Alpe
95,Kamniška koča na Kamniškem sedlu,1864,100,Kamniško Savinjske Alpe
1068,Krvavec,1853,96,Kamniško Savinjske Alpe
320,Mokrica,1853,86,Kamniško Savinjske Alpe
244,Srednji vrh,1853,91,Kamniško Savinjske Alpe
288,Vodotočno jezero (Veža),1850,87,Kamniško Savinjske Alpe
1531,Lastovec,1841,66,Kamniško Savinjske Alpe
708,Planina Dolga trata,1835,65,Kamniško Savinjske Alpe
154,Rzenik,1833,86,Kamniško Savinjske Alpe
499,Cjanovca,1820,88,Kamniško Savinjske Alpe
