id,gora,višina,priljubljenost,gorovje
3259,Veliki Juhej,865,4,Karavanke
2644,Gank,850,15,Karavanke
1407,Malnež,846,43,Karavanke
3056,Gora sv. Eme (Junska gora) / Hemmaberg,842,9,Karavanke
1414,Turška jama v Gozdašnici,835,51,Karavanke
1631,Lovska koča Štepih,825,60,Karavanke
2377,Plešivec,822,61,Karavanke
1653,Časov vrh,821,39,Karavanke
3256,Mali Juhej,820,4,Karavanke
1655,Sveti Rupert (Završe),815,42,Karavanke
1656,Sveti Vid (Završe),808,42,Karavanke
3255,Kapelica Srca Jezusovega (Jelendol),807,6,Karavanke
1749,Vinska gora,806,54,Karavanke
591,Poštarski dom pod Plešivcem,805,77,Karavanke
3261,Grobnica barona Borna,800,8,Karavanke
1251,Slapovi Dobršnik,800,57,Karavanke
1748,Temnjak,798,43,Karavanke
1387,Črepič,798,49,Karavanke
2919,Štalekarjev vrh,792,12,Karavanke
1248,Kalvarija nad Jesenicami,784,51,Karavanke
2880,Skalni vrh (Vodemla),780,24,Karavanke
3216,Lubela,778,18,Karavanke
1676,Kozjek,766,39,Karavanke
2478,Slap pod Kurico,760,24,Karavanke
2459,Slap pod Gozdašnico,760,25,Karavanke
2802,Kušpergarjev turn (Kušpergarjevi turni),750,15,Karavanke
1910,Kapelica sv. Barbare na Pejcah,750,42,Karavanke
1271,Soteska Čepa/Tscheppaschlucht,750,71,Karavanke
884,Skala,750,70,Karavanke
2484,Gradišče nad Sotesko (Soteska),724,21,Karavanke
2809,RIS Dolina (Dovžanova soteska),720,27,Karavanke
2619,Strana,711,13,Karavanke
2609,Čopov rovt,710,19,Karavanke
2517,Slapišče pod Kalvarijo,700,16,Karavanke
761,Dom na Boču,698,84,Karavanke
1921,Grad Lindek,695,59,Karavanke
2454,Javorniški slapovi,690,27,Karavanke
1145,Dom v Dragi,689,66,Karavanke
2768,Leški cerkvi,674,20,Karavanke
2376,Sveta Marjeta na Boču,655,48,Karavanke
2818,Podkanjski slap / Wildensteiner Wasserfall,640,18,Karavanke
1239,Izvir Sotle,640,66,Karavanke
3105,Jezero Završnica,630,23,Karavanke
2367,Partizanska bolnica na Formili/Boču,630,57,Karavanke
2366,Formila na Boču,624,52,Karavanke
838,Rudijev dom na Donački gori,590,68,Karavanke
3067,Sveti Rok (Sele),582,10,Karavanke
2322,Babček,575,47,Karavanke
1745,Gonžarjeva peč,575,78,Karavanke
1922,Lindeški slap,555,45,Karavanke
2407,Planinska koča Velikonočnica,550,26,Karavanke
846,Mornova zijalka,550,60,Karavanke
2291,Krajnikov grad,549,39,Karavanke
2364,Grilova kapela na Boču,534,50,Karavanke
3154,Ljubična gora,533,11,Karavanke
3068,Sveti Pankracij (Grajski grič),530,7,Karavanke
885,Grad Konjice,515,55,Karavanke
847,Sveti Donat,511,51,Karavanke
2197,Sveti Mihael na Pečici,500,41,Karavanke
2321,Sv. Uršula nad Dramljami,464,51,Karavanke
3202,Sv. Tomaž nad Vojnikom,444,16,Karavanke
3069,Sveti Miklavž (Sele),435,5,Karavanke
2906,Sveta Barbara v Zagradu,435,7,Karavanke
2240,Zbelovski grad,400,40,Karavanke
2356,Razborški ribniki,330,47,Karavanke
2354,Sv. Marija Magdalena (Dramlje),327,44,Karavanke
2319,Studeniški grad,315,47,Karavanke
2350,Sv. Ilija (Spodnje Dramlje),304,43,Karavanke
2357,Partizanska bolnica Zima,290,57,Karavanke
519,Črni vrh,1543,95,Pohorje in ostala severovzhodna Slovenija
521,Velika Kopa,1542,88,Pohorje in ostala severovzhodna Slovenija
515,Jezerski vrh,1537,81,Pohorje in ostala severovzhodna Slovenija
518,Mali Črni vrh,1533,68,Pohorje in ostala severovzhodna Slovenija
743,Košenjak,1522,93,Pohorje in ostala severovzhodna Slovenija
514,Lovrenška jezera,1520,99,Pohorje in ostala severovzhodna Slovenija
512,Rogla,1517,91,Pohorje in ostala severovzhodna Slovenija
517,Ribniška koča,1507,95,Pohorje in ostala severovzhodna Slovenija
2740,Ostruščica,1498,27,Pohorje in ostala severovzhodna Slovenija
516,Ribniško jezero,1490,80,Pohorje in ostala severovzhodna Slovenija
3183,Pot med krošnjami Pohorje,1460,26,Pohorje in ostala severovzhodna Slovenija
2643,Izvir reke Pake,1412,28,Pohorje in ostala severovzhodna Slovenija
3021,Bivak Piramida,1395,21,Pohorje in ostala severovzhodna Slovenija
513,Koča na Pesku,1386,91,Pohorje in ostala severovzhodna Slovenija
3022,Kozji vrh (pri Košenjaku),1383,18,Pohorje in ostala severovzhodna Slovenija
520,Grmovškov dom,1371,89,Pohorje in ostala severovzhodna Slovenija
894,Žigartov vrh,1346,76,Pohorje in ostala severovzhodna Slovenija
1112,Klopni vrh,1340,83,Pohorje in ostala severovzhodna Slovenija
932,Sveti Urban (nad Kozjim Vrhom),1329,65,Pohorje in ostala severovzhodna Slovenija
1111,Tiho jezero (Falski ribnik),1266,75,Pohorje in ostala severovzhodna Slovenija
1113,Koča na Klopnem vrhu,1260,81,Pohorje in ostala severovzhodna Slovenija
842,Ruška koča na Arehu,1246,94,Pohorje in ostala severovzhodna Slovenija
2741,Lukov slap,1240,28,Pohorje in ostala severovzhodna Slovenija
2011,Jezerc,1222,57,Pohorje in ostala severovzhodna Slovenija
918,Črno jezero na Pohorju,1196,91,Pohorje in ostala severovzhodna Slovenija
575,Dom na Osankarici,1193,86,Pohorje in ostala severovzhodna Slovenija
917,Sveti Trije kralji,1181,88,Pohorje in ostala severovzhodna Slovenija
745,Dom na Košenjaku,1169,68,Pohorje in ostala severovzhodna Slovenija
753,Kremžarjev vrh,1164,88,Pohorje in ostala severovzhodna Slovenija
893,Razglednik,1147,73,Pohorje in ostala severovzhodna Slovenija
754,Koča pod Kremžarjevim vrhom,1102,86,Pohorje in ostala severovzhodna Slovenija
522,Koča na Pesniku,1101,75,Pohorje in ostala severovzhodna Slovenija
574,Koča na Šumiku,1100,77,Pohorje in ostala severovzhodna Slovenija
841,Mariborska koča,1086,93,Pohorje in ostala severovzhodna Slovenija
3076,Šteknetov vrh,1061,11,Pohorje in ostala severovzhodna Slovenija
3020,Sv. Simon in Juda Tadej (Pernice),1059,13,Pohorje in ostala severovzhodna Slovenija
3071,Pokeržnikov vrh,1055,15,Pohorje in ostala severovzhodna Slovenija
1483,Kapunar,1051,67,Pohorje in ostala severovzhodna Slovenija
3015,Sveti Jernej nad Muto,1038,18,Pohorje in ostala severovzhodna Slovenija
2900,Šteharski vrh (Šteharnikov vrh),1018,24,Pohorje in ostala severovzhodna Slovenija
3011,Bricnik,1017,19,Pohorje in ostala severovzhodna Slovenija
3075,Sveti Urh (Strojna),998,12,Pohorje in ostala severovzhodna Slovenija
1647,Sveti Janez Krstnik na Ojstrici ,982,50,Pohorje in ostala severovzhodna Slovenija
916,Slap Veliki Šumik,950,81,Pohorje in ostala severovzhodna Slovenija
892,Framski slap,925,69,Pohorje in ostala severovzhodna Slovenija
3047,Sveti Urban (Radelca),920,14,Pohorje in ostala severovzhodna Slovenija
3082,Janževski vrh,915,15,Pohorje in ostala severovzhodna Slovenija
1202,Žavcarjev vrh,915,88,Pohorje in ostala severovzhodna Slovenija
2387,Hlebov vrh (Rdeči Breg),913,25,Pohorje in ostala severovzhodna Slovenija
2020,Sveti Duh na Ostrem Vrhu,904,71,Pohorje in ostala severovzhodna Slovenija
3048,Sveti Pankracij (Radelca),900,12,Pohorje in ostala severovzhodna Slovenija
915,Slap Mali Šumik,890,54,Pohorje in ostala severovzhodna Slovenija
3096,Lovski dom LD Gradišče,880,11,Pohorje in ostala severovzhodna Slovenija
1201,Koča na Žavcarjevem vrhu,863,71,Pohorje in ostala severovzhodna Slovenija
3078,Sveti Danijel (nad Trbonjami),845,7,Pohorje in ostala severovzhodna Slovenija
3098,Golarjev vrh,843,8,Pohorje in ostala severovzhodna Slovenija
755,Sveta Barbara nad Slovenj Gradcem,829,54,Pohorje in ostala severovzhodna Slovenija
3079,Sveti Trije Kralji (nad Radljami ob Dravi),820,14,Pohorje in ostala severovzhodna Slovenija
3010,Sveti Primož nad Muto,806,15,Pohorje in ostala severovzhodna Slovenija
3014,Zavetišče Onuk - Glavar,790,7,Pohorje in ostala severovzhodna Slovenija
3099,Anski vrh (nad Pamečami),756,13,Pohorje in ostala severovzhodna Slovenija
2298,Ančnikovo gradišče,750,54,Pohorje in ostala severovzhodna Slovenija
2394,Trije križi na Konjiški gori,727,25,Pohorje in ostala severovzhodna Slovenija
2901,Brinjeva gora (nad Prevaljami),723,27,Pohorje in ostala severovzhodna Slovenija
2162,Pečke,720,71,Pohorje in ostala severovzhodna Slovenija
1708,Sveta Magdalena (Brda),718,40,Pohorje in ostala severovzhodna Slovenija
3085,Ribnica na Pohorju,715,12,Pohorje in ostala severovzhodna Slovenija
1981,Lobnikov vrh,705,41,Pohorje in ostala severovzhodna Slovenija
1204,Tojzlov vrh,703,74,Pohorje in ostala severovzhodna Slovenija
1203,Planinski dom Kozjak,690,64,Pohorje in ostala severovzhodna Slovenija
2329,Žusem,669,79,Pohorje in ostala severovzhodna Slovenija
2837,Jelovice,623,21,Pohorje in ostala severovzhodna Slovenija
3080,Lovska koča Radlje ob Dravi,622,12,Pohorje in ostala severovzhodna Slovenija
3155,Brinjeva gora (nad Zrečami),616,22,Pohorje in ostala severovzhodna Slovenija
2341,Petnikov vrh,603,53,Pohorje in ostala severovzhodna Slovenija
2335,Sv. Urban nad Mariborom,595,65,Pohorje in ostala severovzhodna Slovenija
3093,Stari grad nad Radljami ob Dravi (Mahrenberg),576,9,Pohorje in ostala severovzhodna Slovenija
2340,Sv. Križ (Gaj nad Mariborom),575,62,Pohorje in ostala severovzhodna Slovenija
2902,Sveti Križ pri Dravogradu,528,13,Pohorje in ostala severovzhodna Slovenija
3097,Skala (nad Dravogradom),525,15,Pohorje in ostala severovzhodna Slovenija
3066,Gradišče (nad Slovenj Gradcem),516,15,Pohorje in ostala severovzhodna Slovenija
1818,Plački vrh,510,58,Pohorje in ostala severovzhodna Slovenija
3044,Župank,508,9,Pohorje in ostala severovzhodna Slovenija
1397,Sveti Avguštin,504,48,Pohorje in ostala severovzhodna Slovenija
3017,Sedelnikov slap,500,19,Pohorje in ostala severovzhodna Slovenija
2401,Sv. Ana nad Makolami,460,16,Pohorje in ostala severovzhodna Slovenija
2344,Samotni bor,426,44,Pohorje in ostala severovzhodna Slovenija
1637,Sotinski breg (Kugla),418,71,Pohorje in ostala severovzhodna Slovenija
3081,Janški vrh,417,12,Pohorje in ostala severovzhodna Slovenija
1636,Serdiški breg (Rdeči breg),416,51,Pohorje in ostala severovzhodna Slovenija
1632,Tromejnik,390,60,Pohorje in ostala severovzhodna Slovenija
3083,Cerkev Device Marije na Kamnu,381,5,Pohorje in ostala severovzhodna Slovenija
3218,Kapela sv. Rozalije na Samotnem boru,370,4,Pohorje in ostala severovzhodna Slovenija
1635,Grad Grad na Goričkem,370,49,Pohorje in ostala severovzhodna Slovenija
1401,Zavrh v Slovenskih goricah,370,74,Pohorje in ostala severovzhodna Slovenija
2113,Sveti Benedikt (Kančevci),358,40,Pohorje in ostala severovzhodna Slovenija
3073,Gomila,352,17,Pohorje in ostala severovzhodna Slovenija
1161,Gorca,347,46,Pohorje in ostala severovzhodna Slovenija
1398,Jeruzalem,338,69,Pohorje in ostala severovzhodna Slovenija
2965,Piramida (Lendavske gorice),327,22,Pohorje in ostala severovzhodna Slovenija
1399,Selo v Prekmurju,313,72,Pohorje in ostala severovzhodna Slovenija
2964,Razgledni stolp Vinarium Lendava,302,22,Pohorje in ostala severovzhodna Slovenija
2379,Izvir Toplega (Studeniškega) potoka,295,23,Pohorje in ostala severovzhodna Slovenija
3320,Sveta Trojica v Slovenskih goricah,291,3,Pohorje in ostala severovzhodna Slovenija
2359,Sveta Lucija nad Studenicami,290,45,Pohorje in ostala severovzhodna Slovenija
2970,Grad Negova,289,11,Pohorje in ostala severovzhodna Slovenija
2963,Sveta Trojica v Lendavskih goricah,266,9,Pohorje in ostala severovzhodna Slovenija
3279,Sveti Duh (Stara Gora),262,3,Pohorje in ostala severovzhodna Slovenija
3074,Turistična kmetija Amur,260,10,Pohorje in ostala severovzhodna Slovenija
1400,Vršič nad Bogojino,246,41,Pohorje in ostala severovzhodna Slovenija
3321,Trojiško jezero (Gradiško jezero),234,3,Pohorje in ostala severovzhodna Slovenija
3278,Blaguško jezero,220,7,Pohorje in ostala severovzhodna Slovenija
2962,Lendavski grad (Dolnjelendavski grad),205,13,Pohorje in ostala severovzhodna Slovenija
2109,Bukovniško jezero,189,58,Pohorje in ostala severovzhodna Slovenija
2807,Babičev mlin na Muri,182,17,Pohorje in ostala severovzhodna Slovenija
1602,Brod na Muri (Melinci),175,50,Pohorje in ostala severovzhodna Slovenija
122,Tošč,1021,97,Polhograjsko hribovje in Ljubljana
493,Pasja ravan,1020,94,Polhograjsko hribovje in Ljubljana
1504,Goli vrh,962,68,Polhograjsko hribovje in Ljubljana
1182,Sivka,934,82,Polhograjsko hribovje in Ljubljana
535,Mlaka,914,58,Polhograjsko hribovje in Ljubljana
2142,Javorč,901,69,Polhograjsko hribovje in Ljubljana
75,Polhograjska Grmada,898,98,Polhograjsko hribovje in Ljubljana
1561,Gontarska planina,894,78,Polhograjsko hribovje in Ljubljana
1503,Lavrovec,890,64,Polhograjsko hribovje in Ljubljana
375,Sveti Lenart,861,75,Polhograjsko hribovje in Ljubljana
534,Sveti Ožbolt (nad Zmincem),859,78,Polhograjsko hribovje in Ljubljana
188,Osolnik,858,95,Polhograjsko hribovje in Ljubljana
1491,Mala Grmada,853,65,Polhograjsko hribovje in Ljubljana
765,Bukov vrh,832,77,Polhograjsko hribovje in Ljubljana
264,Polhograjska Gora (Sveti Lovrenc),824,92,Polhograjsko hribovje in Ljubljana
492,Veliki hrib,815,53,Polhograjsko hribovje in Ljubljana
1649,Goljek,809,62,Polhograjsko hribovje in Ljubljana
119,Sveti Jakob,806,96,Polhograjsko hribovje in Ljubljana
2125,Marinčeva planina (Hrib),805,55,Polhograjsko hribovje in Ljubljana
1515,Sveti Andrej (Planina nad Horjulom),798,69,Polhograjsko hribovje in Ljubljana
1110,Rog,798,71,Polhograjsko hribovje in Ljubljana
333,Kožljek,788,74,Polhograjsko hribovje in Ljubljana
595,Brunarica Osovnik,777,83,Polhograjsko hribovje in Ljubljana
226,Jeterbenk,774,87,Polhograjsko hribovje in Ljubljana
3277,Stražni stolp pod vrhom Kovčka,770,8,Polhograjsko hribovje in Ljubljana
533,Sveta Jedert,750,66,Polhograjsko hribovje in Ljubljana
1661,Sveta Katarina (Topol),738,96,Polhograjsko hribovje in Ljubljana
118,Dom na Govejku,734,92,Polhograjsko hribovje in Ljubljana
334,Koreno,729,84,Polhograjsko hribovje in Ljubljana
2846,Jermanca (Jermancov grič),728,21,Polhograjsko hribovje in Ljubljana
335,Hom,715,86,Polhograjsko hribovje in Ljubljana
491,Mali vrh,708,69,Polhograjsko hribovje in Ljubljana
2479,Kucelj nad Polhovim Gradcem,705,26,Polhograjsko hribovje in Ljubljana
299,Sveta Uršula (Setnica),700,63,Polhograjsko hribovje in Ljubljana
1490,Kregovnik,692,48,Polhograjsko hribovje in Ljubljana
1514,Sveta Ana (Butajnova),686,61,Polhograjsko hribovje in Ljubljana
1611,Sveti Florijan (Tehovec),685,59,Polhograjsko hribovje in Ljubljana
451,Grmada,676,94,Polhograjsko hribovje in Ljubljana
596,Dominov dom,670,62,Polhograjsko hribovje in Ljubljana
117,Šmarna gora,669,99,Polhograjsko hribovje in Ljubljana
1533,Kugelč (Šentjošt nad Horjulom),666,58,Polhograjsko hribovje in Ljubljana
1180,Sveti Mihael na Samotorici,665,49,Polhograjsko hribovje in Ljubljana
2209,Domačija Pr Lenart (Belo),650,53,Polhograjsko hribovje in Ljubljana
3283,Breznik (Boben),643,8,Polhograjsko hribovje in Ljubljana
123,Rašica (Vrh Staneta Kosca),641,97,Polhograjsko hribovje in Ljubljana
3188,Sveta Barbara (nad Hrastnico),629,11,Polhograjsko hribovje in Ljubljana
769,Ključ,623,71,Polhograjsko hribovje in Ljubljana
3173,Sveti Andrej (nad Zmincem),617,18,Polhograjsko hribovje in Ljubljana
1994,Vrhe nad Dobrovo,603,49,Polhograjsko hribovje in Ljubljana
1454,Visoki hrib,602,50,Polhograjsko hribovje in Ljubljana
128,Toško Čelo,590,95,Polhograjsko hribovje in Ljubljana
3072,Sveti Urban (nad Gorenjo Dobravo),570,11,Polhograjsko hribovje in Ljubljana
1712,Veliki vrh (Rašica),568,65,Polhograjsko hribovje in Ljubljana
1489,Sveti Martin nad Brišami,567,46,Polhograjsko hribovje in Ljubljana
2560,Sveti Jurij (Praproče),552,17,Polhograjsko hribovje in Ljubljana
770,Partizanski dom na Ključu,550,68,Polhograjsko hribovje in Ljubljana
2749,Gradišče nad Žažarjem,547,19,Polhograjsko hribovje in Ljubljana
2223,Vrh (Debeli hrib),540,61,Polhograjsko hribovje in Ljubljana
3042,Gradišče (nad Dobrovo),530,22,Polhograjsko hribovje in Ljubljana
1493,Planinski dom na Ravneku,522,58,Polhograjsko hribovje in Ljubljana
1873,Smledniški hrib (Stari grad),517,85,Polhograjsko hribovje in Ljubljana
782,Sveta Marjeta pod Jeterbenkom,482,64,Polhograjsko hribovje in Ljubljana
1701,Bezenica,476,42,Polhograjsko hribovje in Ljubljana
1955,Strmca,472,48,Polhograjsko hribovje in Ljubljana
2770,Koseški hrib,467,26,Polhograjsko hribovje in Ljubljana
494,Kalvarija,460,72,Polhograjsko hribovje in Ljubljana
2456,Gradišče (Zapoški hrib),451,23,Polhograjsko hribovje in Ljubljana
2781,Debeli vrh (nad Topolami),446,21,Polhograjsko hribovje in Ljubljana
2391,Klobuk pri Ljubljani,441,29,Polhograjsko hribovje in Ljubljana
2390,Stražni vrh,439,26,Polhograjsko hribovje in Ljubljana
2389,Lovska koča na Klobuku,433,28,Polhograjsko hribovje in Ljubljana
1785,Mengeška koča na Gobavici,433,80,Polhograjsko hribovje in Ljubljana
312,Šišenski hrib (Rožnik),429,82,Polhograjsko hribovje in Ljubljana
771,Sveti Urh (nad Zaklancem),420,72,Polhograjsko hribovje in Ljubljana
2455,Sveti Tilen nad Repnjami,419,25,Polhograjsko hribovje in Ljubljana
2477,Sveti Jurij (Hruševo),414,21,Polhograjsko hribovje in Ljubljana
781,Slavkov dom na Golem brdu,396,80,Polhograjsko hribovje in Ljubljana
1425,Straža,395,49,Polhograjsko hribovje in Ljubljana
313,Cankarjev vrh (Rožnik),394,90,Polhograjsko hribovje in Ljubljana
1603,Sveti križ na Hribcu,380,45,Polhograjsko hribovje in Ljubljana
2729,Blagajev grad (Polhograjska graščina),377,19,Polhograjsko hribovje in Ljubljana
307,Ljubljanski grad,376,86,Polhograjsko hribovje in Ljubljana
2771,Mlinčki,340,25,Polhograjsko hribovje in Ljubljana
2533,Mostec,316,25,Polhograjsko hribovje in Ljubljana
2146,Koseški bajer,307,77,Polhograjsko hribovje in Ljubljana
1310,Altemaver (Ratitovec),1678,98,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1308,Gladki vrh (Ratitovec),1667,89,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1803,Kremant (Ratitovec),1654,65,"Škofjeloško, Cerkljansko hribovje in Jelovica"
608,Kosmati vrh (Ratitovec),1643,73,"Škofjeloško, Cerkljansko hribovje in Jelovica"
147,Krekova koča na Ratitovcu,1642,99,"Škofjeloško, Cerkljansko hribovje in Jelovica"
209,Porezen,1630,98,"Škofjeloško, Cerkljansko hribovje in Jelovica"
217,Dom na Poreznu,1590,91,"Škofjeloško, Cerkljansko hribovje in Jelovica"
176,Blegoš,1562,99,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1924,Žbajnek,1538,64,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1925,Kačji rob,1520,70,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2506,Hoč,1514,26,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1586,Planina Klom,1500,65,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3062,Črni vrh (nad Soriško planino),1486,26,"Škofjeloško, Cerkljansko hribovje in Jelovica"
481,Planina Pečana,1472,73,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1943,Medrce,1410,55,"Škofjeloško, Cerkljansko hribovje in Jelovica"
440,Koprivnik,1393,82,"Škofjeloško, Cerkljansko hribovje in Jelovica"
177,Koča na Blegošu,1391,91,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1119,Mladi vrh,1374,71,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1983,Kopa (Cimprovka),1360,56,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2514,Lipniška planina,1330,26,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2575,Tonderškofel,1326,26,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2574,Erbelc,1308,24,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2601,Otavnik,1306,23,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1115,Kojca,1303,83,"Škofjeloško, Cerkljansko hribovje in Jelovica"
900,Črni vrh nad Novaki,1291,71,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2600,Planina Otavnik,1268,21,"Škofjeloško, Cerkljansko hribovje in Jelovica"
843,Koča na Črnem vrhu nad Novaki,1245,70,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2513,Gozdarske koče Martinček,1240,24,"Škofjeloško, Cerkljansko hribovje in Jelovica"
432,Stari vrh,1217,85,"Škofjeloško, Cerkljansko hribovje in Jelovica"
439,Zavetišče gorske straže na Jelencih,1185,74,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2886,Planina Kališnik,1180,20,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1496,Hudournik,1148,61,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1997,Počitniški dom Goričane,1145,50,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2885,Dražgoška gora,1140,25,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1998,Selska planina,1140,51,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2858,Bela peč (Podbliška gora),1133,27,"Škofjeloško, Cerkljansko hribovje in Jelovica"
523,Babji zob,1128,92,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2000,Planina Tamar,1124,78,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1992,Ribčeva planina,1115,47,"Škofjeloško, Cerkljansko hribovje in Jelovica"
812,Partizanski dom na Vodiški planini,1108,92,"Škofjeloško, Cerkljansko hribovje in Jelovica"
835,Jelenk,1107,79,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3267,Partizanska tehnika Meta,1100,9,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1999,Oblakova planina,1100,48,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2599,Lovska koča LD Otavnik,1090,16,"Škofjeloško, Cerkljansko hribovje in Jelovica"
524,Danejeva planina,1090,66,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1694,Gozdarska koča Rovtarica,1089,67,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1968,Vrhovec,1079,60,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1495,Vojsko,1077,78,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3027,Malenski vrh,1051,20,"Škofjeloško, Cerkljansko hribovje in Jelovica"
823,Bevkov vrh,1051,90,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2502,Gozdarska koča na Babi,1050,24,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1960,Lovska koča na Toli,1040,49,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1474,Žagarjev hlev v Grobljah,1035,43,"Škofjeloško, Cerkljansko hribovje in Jelovica"
187,Koča na Starem vrhu,1032,81,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1134,Ermanovec,1026,89,"Škofjeloško, Cerkljansko hribovje in Jelovica"
135,Lubnik,1025,98,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2503,Planina Prihod,1017,20,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2859,Bičkova skala,1012,25,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1472,Prtovč,1011,67,"Škofjeloško, Cerkljansko hribovje in Jelovica"
824,Sivka,1008,88,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1685,Štor,1005,46,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3107,Razpok,1002,13,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2917,Davški slapovi,1000,27,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1640,Gradišče (nad Spodnjo Idrijo),998,49,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1720,Loncmanova Sivka (Mrzli Vrh),987,59,"Škofjeloško, Cerkljansko hribovje in Jelovica"
441,Cerkev Marijinega vnebovzetja (Gora),987,56,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3219,Črvov vrh,974,17,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1711,Škofje,973,50,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2899,Planinska koča Mrzl'k,971,27,"Škofjeloško, Cerkljansko hribovje in Jelovica"
547,Koča na Ermanovcu,968,83,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3292,Ribenska planina,965,6,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3108,Ažmanov rovt,960,12,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3225,Vrhovski grič,958,4,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1138,Miklavška gora,955,59,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3149,Suharna,952,11,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1686,Sveti Mohor (Zabrekve),952,83,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3232,Krog (Ledinski grič),940,9,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2117,Planinski dom Goška ravan,933,71,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3091,Sveti Brikcij (Četena Ravan),920,11,"Škofjeloško, Cerkljansko hribovje in Jelovica"
3220,Bukovski vrh,918,10,"Škofjeloško, Cerkljansko hribovje in Jelovica"
829,Hleviška planina,908,84,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1991,Bitenjska planina,901,45,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2498,Planina Vršana,900,19,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2851,Sleme (Površnica),883,15,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1754,Tolsti vrh (Talež),883,78,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1710,Veliki vrh (Lajše),881,44,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2577,Sveti Marko (Spodnje Danje),878,18,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2852,Sveti Križ nad Selcami,860,17,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2850,Sveta Jedert (Lajše),850,15,"Škofjeloško, Cerkljansko hribovje in Jelovica"
186,Sveti Jošt nad Kranjem,845,98,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1687,Špičasti hrib,837,64,"Škofjeloško, Cerkljansko hribovje in Jelovica"
1697,Sveti Primož in Felicijan (Jamnik),831,79,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2855,Sveti Primož in Felicijan na Gabrški gori,830,22,"Škofjeloško, Cerkljansko hribovje in Jelovica"
2766,Gradišče pod Babjim zobom,824,14,"Škofjeloško, Cerkljansko hribovje in Jelovica"
549,Sveti nadangel Gabrijel (Planica),824,78,"Škofjeloško, Cerkljansko hribovje in Jelovica"
830,Koča na Hleviški planini,818,81,"Škofjeloško, Cerkljansko hribovje in Jelovica"
